	en	ru	label	bicleaner	laser	labse
3025	In absolute terms, FDI inflows are related to income per capita and low-income countries attract limited levels of these flows.	В абсолютном выражении приток ПИИ связан с доходом на душу населения, и страны с низким доходом привлекают ограниченный объем этих потоков.	1	0.884	0.9396194219589233	0.8781397938728333
3026	They reaffirmed that while all democracies share common features, there is no single model of democracy, that it does not belong to any country or region, and further reaffirmed the necessity of due respect for sovereignty and the right to self-determination.	Они вновь подтвердили, что, хотя всем демократическим системам присущи общие признаки, одной модели демократии не существует и что она не принадлежит какой-либо одной стране или региону, и далее подтвердили необходимость надлежащего уважения суверенитета и права на самоопределение.	1	0.81	0.9623408913612366	0.8710651993751526
3027	In order to see to the interests of those living with HIV/AIDS, two persons living with HIV/AIDS are working with the Executive Secretary of Mauritania's national committee to fight HIV/AIDS.	Для того чтобы обеспечить соблюдение интересов людей, живущих с ВИЧ/СПИДом, бок о бок с секретарем-исполнителем мавританского национального комитета борьбы с ВИЧ/СПИДом трудятся двое зараженных ВИЧ/СПИДом.	1	0.912	0.8796514272689819	0.7552669644355774
3028	In the case of Solomon Islands, while spending on the health and education sectors accounts for a large portion of the national budget, those allocations are insufficient.	Что касается Соломоновых Островов, то, хотя расходы на секторы здравоохранения и образования составляют большую часть национального бюджета, одних только этих средств явно недостаточно.	1	0.574	0.8958959579467773	0.8115295767784119
3029	Syria believes that, if the Strategy is to be successful, it must tackle the root causes of terrorism, among the most important of which is foreign occupation.	Сирия считает, что для обеспечения успеха Стратегии с ее помощью надлежит устранить коренные причины терроризма, важнейшей из которых является иностранная оккупация.	1	0.918	0.9219319224357605	0.842190682888031
3030	We know that in spite of our promise to protect, each year 223 million children suffer forced sexual intercourse or other forms of sexual violence, up to 140 million girls and women undergo some form of female genital mutilation, 126 million children are involved in the most hazardous forms of child labour and 1.2 million children are victims of trafficking.	Нам известно, что, несмотря на наше обещание защищать детей, ежегодно 223 миллиона детей страдают от насильственных половых сношений или иных форм сексуального насилия; до 140 миллионов девочек и женщин подвергаются тем или иным формам увечья женских гениталий; 126 миллионов детей занимаются наиболее вредными видами детского труда; и 1,2 миллиона детей становятся жертвами торговли.	1	0.852	0.9691406488418579	0.9187721610069275
3031	As an innovator in combating desertification, Israel hopes to help with the effects of desertification, which adversely impact poverty and hunger.	Будучи новатором в борьбе с опустыниванием, Израиль надеется оказать помощь в преодолении последствий опустынивания, которые усугубляют нищету и голод.	1	0.902	0.9387835264205933	0.831566572189331
3032	We have sought to strengthen social institutions and charities for combating poverty.	Мы стремимся укреплять социальные институты и благотворительные организации, ведущие борьбу с нищетой.	1	0.908	0.9070426821708679	0.8284499049186707
3033	121. Programme budget for the biennium 2008-	121. Бюджет по программам на двухгодичный период 2008 - 2009 годов	1	0.46	0.9343154430389404	0.90354984998703
3034	5. The Inter-American Committee against Terrorism continues to collaborate on resolution 1540 (2004) with various entities of the United Nations system, including the 1540 Committee of experts, the Office for Disarmament Affairs and the International Atomic Energy Agency, which has resulted in securing the attendance of a 1540 Committee member at an OAS Committee on Hemispheric Security meeting on the implementation of the resolution, held on 31 January 2008.	5. Межамериканский комитет по борьбе с терроризмом продолжает сотрудничество по вопросам резолюции 1540 с различными подразделениями системы Организации Объединенных Наций, включая Комитет экспертов, учрежденный резолюцией 1540, Управление по вопросам разоружения и МАГАТЭ, в результате чего один из членов Комитета 1540 Совета Безопасности присутствовал на совещании Комитета по вопросам безопасности в Западном полушарии, посвященном осуществлению этой резолюции, которое состоялось 31 января 2008 года.	1	0.754	0.9512307643890381	0.8379829525947571
3035	(g) Assist in the provision of guidance and direction of the United Nations system in the field of rule of law, including facilitating input into the development of guidance materials and papers;	g) оказывает содействие в подготовке руководящих принципов и директив для системы Организации Объединенных Наций в сфере верховенства права, включая помощь в подготовке директивных материалов и документов;	1	0.768	0.9189490079879761	0.8635702729225159
3036	Provision of legal services to the United Nations as a whole	Оказание правовых услуг Организации Объединенных Наций в целом	1	0.604	0.9703550338745117	0.8915048837661743
3037	"They doubt that the intent of the responsible party ""to incite hatred against segments of the population"" (as required by article 130) is absent in the present case, given that P.L. is a police officer."	"Они не уверены, что в рассматриваемом случае отсутствует намерение ответственной стороны ""разжигать вражду против слоев населения"" (что необходимо в соответствии со статьей 130), ибо г-н П.Л. является сотрудником полиции."	1	0.768	0.900902509689331	0.9080662727355957
3038	Participants adopted recommendations in declarations intended to feed into national, regional and global discussions on further implementing the Paris Declaration that will be articulated in the Accra Agenda for Action.	Участники в своих декларациях высказали рекомендации, которые должны стать неотъемлемой частью национальных, региональных и глобальных дискуссий по дальнейшему осуществлению Парижской декларации, по итогам которых должна быть принята Аккрская программа действий.	1	0.864	0.9183197617530823	0.83287113904953
3039	119. At the same meeting, the representative of Papua New Guinea, also on behalf of Fiji introduced draft resolution A/AC.109/2008/L.13 (ibid.).	119. На том же заседании представитель Папуа -- Новой Гвинеи, также от имени Фиджи, внес на рассмотрение проект резолюции A/AC.109/2008/L.13 (там же).	1	0.754	0.9806669354438782	0.9309036731719971
3040	She was also shown pictures of her husband after he had been tortured, and was deprived of family visits and of seeing her daughter for one year.	Ей также показывали фотографию ее мужа после того, как он был подвергнут пыткам, и в течение года ей были запрещены посещения членов семьи и она не могла видеть свою дочь.	1	0.75	0.9127405285835266	0.8337432742118835
3041	77. The Government of Australia is committed to a new and elevated engagement with its Pacific island partners.	77. Правительство Австралии привержено новому и более широкому участию в соответствующей деятельности совместно со своими партнерами из числа тихоокеанских островных государств.	1	0.744	0.8970295786857605	0.8513458371162415
3042	B. Reports to programme managers	B. Доклады, представленные руководителям программ	1	0.602	0.958897590637207	0.8740231394767761
3043	(a) Draws up a formalized procedure for the selection of consultants to be implemented by all divisions;	a) разработал формальную процедуру отбора консультантов для использования во всех отделах;	1	0.566	0.9265140891075134	0.8876304030418396
3044	504. In paragraph 29 of the report of the Board of Auditors for the biennium ended 31 December 2005, the Board recommended that UNFPA investigate the discrepancy of $0.48 million between the records of UNFPA and UNDP.	504. В пункте 29 доклада Комиссии ревизоров за двухгодичный период, закончившийся 31 декабря 2005 года, Комиссия рекомендует ЮНФПА проанализировать расхождение на сумму 0,48 млн. долл. США в данных учета ЮНФПА и ПРООН.	1	0.732	0.9701645374298096	0.8975877165794373
3045	3. The work of the Group was largely informed by the report of the Secretary-General (A/62/278 (Parts I and II) and Adds. 1-4), prepared pursuant to operative paragraph 1 of resolution 61/89, whereby the General Assembly requested him to seek the views of Member States on the feasibility scope and draft parameters for a comprehensive legally binding instrument establishing common international standards for the import, export and transfer of conventional arms and to submit a report to the General Assembly at its sixty-second session.	3. В своей работе Группа широко использовала доклад Генерального секретаря (А/62/278 (Parts I и II) и Add.1 - 4), подготовленный во исполнение пункта 1 постановляющей части резолюции 61/89, в котором Генеральная Ассамблея просила его запросить мнения государств-членов относительно осуществимости заключения, сферы применения и набросков параметров всеобъемлющего, юридически обязательного документа об установлении общих международных стандартов в отношении импорта, экспорта и передачи обычных вооружений и представить доклад по этому вопросу Генеральной Ассамблее на ее шестьдесят второй сессии.	1	0.668	0.9670942425727844	0.8584542870521545
3046	Estimate 2008: 1 incident of weapons on display	Расчетный показатель за 2008 год: 1 случай открытого ношения оружия	1	0.404	0.8115172386169434	0.8558481931686401
3047	The proposed five positions are to be assigned to each of the five ISAF Regional Headquarters in the central (Kabul), eastern (Jalalabad), southern (Kandahar), western (Herat) and northern (Mazar-e-Sharif) regions.	Предполагается, что предлагаемые пять сотрудников будут назначены в каждую из пяти региональных штаб-квартир МССБ в центральном регионе (Кабул), восточном регионе (Джелалабад), южном регионе (Кандагар), западном регионе (Герат) и в северном регионе (Мазари-Шариф).	1	0.904	0.9514861106872559	0.8707019090652466
3048	As a result, they had to lease all catch entitlements from others, at exorbitant prices, and eventually faced bankruptcy.	В результате они были вынуждены арендовать все права вылова у других лиц по непомерным ценам и в конечном счете обанкротились.	1	0.604	0.9031004905700684	0.8542994260787964
3049	2.5 On an unspecified date, Mr. Bauetdinov's death sentence of 15 July 2003 was appealed to the Judicial College for criminal cases of the Supreme Court of Karakalpakstan with the request, under article 6, paragraph 4, of the Covenant, to commutate the death sentence. On 26 August 2003, the appeal was denied on the grounds that the author's husband, who had been previously convicted four times, had committed another particularly serious crime.	2.5 В неустановленную дату смертный приговор, вынесенный г-ну Бауетдинову 15 июля 2003 года, был обжалован в Судебной коллегии по уголовным делам Верховного суда Каракалпакии с просьбой в соответствии с пунктом 4 статьи 6 Пакта смягчить смертный приговор. 26 августа 2003 года апелляция была отклонена на том основании, что муж автора сообщения, в отношении которого ранее четырежды выносились обвинительные приговоры, совершил еще одно особо тяжкое преступление.	1	0.818	0.9649262428283691	0.9137350916862488
3050	The travel document for a stateless person is an alien's passport.	Проездным документом для лиц без гражданства является паспорт иностранца.	1	0.85	0.8912068605422974	0.8880878686904907
3051	The Committee requested the State party's authorities to inform it without delay about the authors' status and, should the State party's investigation find the counsel's allegation to be correct, to provide the Committee with explanations as soon as possible.	Комитет просил власти государства - участника незамедлительно проинформировать его о положении авторов и, если по итогам проведенного государством - участником расследования будет установлено, что утверждения адвокатов являются правильными, как можно скорее представить Комитету свои объяснения.	1	0.718	0.9209450483322144	0.8791958093643188
3052	10. Also at the 28th meeting, a statement was made by the observer for Palestine (see A/C.2/63/SR.28).	10. Также на 28м заседании с заявлением выступил наблюдатель от Палестины (см. A/C.2/63/SR.28).	1	0.75	0.9814741611480713	0.9336313009262085
3053	The Committee recommends approval of that request subject to its observations in paragraph 29 above.	Комитет рекомендует утвердить это предложение с учетом замечаний, высказанных в пункте 29 выше.	1	0.738	0.9367877244949341	0.9019163250923157
3054	(j) To decide that the provisions for the application of credits under regulation 5.3 of the Financial Regulations and Rules of the United Nations shall be suspended in respect of the amount of $26,843,600 gross ($26,565,500 net), representing part of the unencumbered balance of the active peacekeeping operations for the financial period ended 30 June 2008, which otherwise would have to be surrendered pursuant to those provisions;	j) постановить отменить действие положений о порядке использования кредитовых остатков, предусмотренных положением 5.3 Финансовых положений и правил Организации Объединенных Наций, в отношении суммы в размере 26 843 600 долл. США брутто (26 565 500 долл. США нетто), которая представляет собой часть свободного от обязательств остатка средств действующих операций по поддержанию мира за финансовый период, закончившийся 30 июня 2008 года, и которая в противном случае подлежала бы возврату в соответствии с указанными положениями;	1	0.644	0.9762327671051025	0.896709144115448
3055	Contributions received in kind	Взносы натурой	1	0.498	0.9301623702049255	0.5119767189025879
3056	UNDP Trust Fund for the Mozambique Mine Clearance Programme	Целевой фонд ПРООН для Программы разминирования в Мозамбике	1	0.788	0.9565067291259766	0.8204435110092163
3057	Total Unexpended Resources	Итого, неизрасходованные ресурсы	1	0.7	0.9570761919021606	0.7119648456573486
3058	EEC Trust Fund for the Promotion of Good Governance in Iran	Целевой фонд ЕЭК для содействия развитию надлежащего государственного управления в Иране	1	0.428	0.905896008014679	0.8451430201530457
3059	Ensure proper segregation of duties in its information technology systems.	Обеспечить надлежащее разделение обязанностей в рамках информационных систем	1	0.434	0.8331480026245117	0.8034205436706543
3060	Procurement of whole milk and sunflower oil, regular food aid to Palestine refugees in Gaza, Lebanon, Syria, Jordan and West Bank: procurement of whole milk and sunflower oil (including transportation, distribution and related costs)	закупка цельного молока и подсолнечного масла в рамках регулярных поставок продовольственной помощи палестинским беженцам в Газе, Ливане, Сирии, Иордании и на Западном берегу: закупка цельного молока и подсолнечного масла (включая расходы на транспортировку, распределение и смежные мероприятия)	1	0.908	0.9681394696235657	0.8771926760673523
3061	Releases from depreciation on disposal Net book value as at 31.	Уменьшение величины амортизации вследствие ликвидации	-1	0.074	0.6559151411056519	0.46534794569015503
3062	107. UNFPA informed the Board that once an asset was registered in Atlas, it would be removed from the register only upon retirement and that the age of an asset did not affect the registration, therefore there was no additional risk of theft or possibility of understatement.	107. ЮНФПА проинформировал Комиссию о том, что после регистрации имущества в системе <<Атлас>> оно исключается из реестра только после его снятия с эксплуатации и что срок использования предметов имущества не влияет на регистрацию, и поэтому нет опасности его кражи или недоучета.	1	0.518	0.9087652564048767	0.8502300977706909
3063	E. Results-based-budgeting frameworks	E. Таблицы бюджетных показателей, ориентированных на достижение результатов	1	0.266	0.8899487853050232	0.7761097550392151
3064	Support and maintenance of a satellite network consisting of 1 Earth-station hub for voice, fax, video and data communications	Эксплуатационно-техническое обслуживание сети спутниковой связи, включающей 1 узловую наземную станцию, обеспечивающую голосовую и факсимильную связь и передачу видеосигналов и цифровых данных	1	0.71	0.891364336013794	0.8320561647415161
3065	5. Invites the Office of the High Commissioner to report to the Council at its twelfth session on the progress made in the situation of human rights in Liberia and the activities it has undertaken in the country.	5. просит Управление Верховного комиссара по правам человека сообщить Совету на его двенадцатой сессии о прогрессе, достигнутом в области прав человека в Либерии, и о деятельности, осуществленной им в этой стране.	1	0.776	0.9658626317977905	0.8313899040222168
3066	UNAMID police advisers also conducted monitoring patrols and visited community policing centres and Government police stations throughout Darfur.	Полицейские советники ЮНАМИД также осуществляли патрулирование с целью контроля и посещали общинные центры охраны общественного порядка и правительственные полицейские участки на всей территории Дарфура.	1	0.886	0.939223051071167	0.8842480182647705
3067	16. The following documentation should be submitted with death and disability claims:	16. В связи с требованиями о выплате компенсации в случае смерти или потери трудоспособности должны быть представлены следующие документы:	1	0.696	0.8848546743392944	0.8735108375549316
3068	17. The Advisory Committee notes that the Chairman of the United Nations Joint Staff Pension Board Audit Committee presented its second report to the Pension Board.	17. Консультативный комитет отмечает, что Председатель Ревизионного комитета Правления Объединенного пенсионного фонда персонала Организации Объединенных Наций представил Правлению Пенсионного фонда свой второй доклад.	1	0.902	0.9645344018936157	0.9126847386360168
3069	Proposed to include 19 positions (9 international, 10 national)	Предлагается включить в штатное расписание Группы 19 должностей (9 должностей международного персонала, 10 должностей национального персонала)	1	0.41	0.8302994966506958	0.8661134839057922
3070	164. In its last report (A/61/5 (Vol.	164. В своем последнем докладе (A/61/5 (Vol.	1	0.696	0.9930320978164673	0.9746109843254089
3071	Its mission is to contribute to sustainable development through technical assistance in export promotion and international business development.	Главной задачей Центра является содействие устойчивому развитию посредством оказания технической помощи в области развития экспорта и международного предпринимательства.	1	0.864	0.9106267094612122	0.8634716272354126
3072	Requisitioners are responsible for the development of procurement plans, and for cooperation with the United Nations Procurement Division or Chief Procurement Office in making these plans available in a timely manner.	Заказчики несут ответственность за разработку планов закупок и сотрудничество с Отделом закупок Организации Объединенных Наций или главным сотрудником по закупкам в своевременном представлении этих планов.	1	0.832	0.9528868198394775	0.8229480981826782
3073	24. With regard to the security sector review process, a project was signed with the Government in June 2008, specifying the United Nations support to be provided for a comprehensive evaluation of the security sector.	24. Что касается процесса проведения обзора деятельности сектора безопасности, то в июне 2008 года совместно с правительством был подписан проект, в котором конкретно указывалось, какую поддержку Организация Объединенных Наций будет оказывать в целях проведения всеобъемлющей оценки деятельности сектора безопасности.	1	0.858	0.9390648007392883	0.8702268600463867
3074	A suicide bombing in early February in the Israeli town of Dimona killed one Israeli civilian, and on 6 March a shooting attack on a yeshiva in Jerusalem killed eight Israelis.	В результате взрыва бомбы смертником в начале февраля в израильском городе Димона был убит один мирный израильтянин, а 6 марта в результате обстрела яшивы в Иерусалиме были убиты восемь израильтян.	1	0.782	0.9306411743164062	0.8904243111610413
3075	Increasing insecurity and overt threats to humanitarian workers made it a difficult and dangerous environment in which to operate.	В результате ухудшения положения в области безопасности и поступления открытых угроз в адрес гуманитарных работников условия их работы стали тяжелыми и опасными.	1	0.286	0.85547935962677	0.8179292678833008
3076	"The response in both cases was the following: ""we have problems with licensing for non-European products (...), due to the embargo against your country, we cannot allow any problems with our non-European suppliers""."	В обоих случаях поступал следующий ответ: <<Мы испытываем трудности с получением разрешений на поставки неевропейской продукции (...), по причине осуществляемого против вашей страны эмбарго, и не можем позволить себе вступать в конфликт с нашими неевропейскими поставщиками>>.	1	0.894	0.9244850873947144	0.9041650295257568
3077	4. Cuba has managed to contain the spread of the HIV and AIDS epidemic for more than 20 years, since the disease appeared in the country.	4. Кубе удавалось на протяжении более 20 лет сдерживать распространение эпидемии ВИЧ и СПИДа с того момента, когда эта болезнь впервые появилась в стране.	1	0.83	0.9220651984214783	0.9074639678001404
3078	We should, therefore, urgently undertake measures which are commensurate with the pressing nature of the problem.	Поэтому нам следует принять срочные меры, соответствующие степени неотложности проблем.	1	0.34	0.868471622467041	0.8610655665397644
3079	The climate of restored peace has led to an increasingly reassuring economic situation that is supported by improved budgetary planning and better debt management within the framework of the Heavily Indebted Poor Countries Debt Initiative and the rigorous measures that today have enabled Congo to focus more ambitiously on its development and on the progressive achievement of the Millennium Development Goals.	Атмосфера восстановленного мира ведет ко все более прочной экономической ситуации, опирающейся на улучшение бюджетного планирования и более совершенное регулирование проблемы задолженности в рамках инициативы для бедных стран с крупной задолженностью, а также на энергичные меры, которые сегодня позволяют Конго ставить перед собой более честолюбивые цели в плане развития и постепенного достижения целей в области развития, сформулированных в Декларации тысячелетия.	1	0.85	0.9308299422264099	0.7920045852661133
3080	We commend both Tribunals for their commitment to adhering to the completion strategies, while ensuring that due process standards and fundamental legal principles are fully respected.	Мы воздаем должное обоим трибуналам за их приверженность осуществлению стратегии завершения работы и полное соблюдение надлежащих стандартов отправления правосудия и основных юридических принципов.	1	0.696	0.909356415271759	0.8315126895904541
3081	Before concluding, allow me to make a brief comment on the Peacebuilding Fund.	В заключение позвольте мне кратко высказаться по вопросу о Фонде миростроительства.	1	0.718	0.8965927958488464	0.7362326383590698
3082	We hope to strengthen that programme further with the support of the relevant United Nations bodies, such as the United Nations University and the United Nations Institute for Training and Research, with which we are working closely.	Мы надеемся в дальнейшем повысить эффективность этой программы при поддержке соответствующих органов Организации Объединенных Наций, в частности Университета Организации Объединенных Наций и Учебного и научно-исследовательского института Организации Объединенных Наций, с которыми мы тесно сотрудничаем.	1	0.948	0.9582918882369995	0.8872259259223938
3083	As a democracy, Israel does not seek to hide its human rights performance, nor should any other State.	Израиль, будучи демократическим государством, не стремится скрывать свою правозащитную деятельность, и другие государства также не должны этого делать.	1	0.798	0.8939470052719116	0.8210614323616028
3084	It also affirms our collective commitment to a safe, secure and stable Afghanistan.	Он также отражаем нашу коллективную решимость добиться создания безопасного и стабильного Афганистана.	1	0.936	0.9025017619132996	0.8224770426750183
3085	It was quickly apparent to us that it is important for all concerned that as clear an understanding as possible be available of the coping mechanisms that can be and are being used in the affected area.	Мы довольно быстро убедились в том, что для всех заинтересованных сторон было важно достигнуть совершенно четкого понимания относительно того, какие механизмы оказания помощи могут использоваться и используются в пострадавших районах.	1	0.808	0.8777078986167908	0.813345193862915
3086	"Islam honours mankind as human beings and does not discriminate on the basis of colour, sex or ethnicity: ""We have honoured the children of Adam""."	Ислам чтит человечество, в нем отсутствует дискриминация по цвету кожи, полу или этнической принадлежности: <<Мы почтили сынов Адама>>.	1	0.856	0.8975869417190552	0.9218621253967285
3087	Poverty, hunger and deprivation are hurting more than one billion of the world's population and have dashed their hopes for a decent life.	Более миллиарда людей на планете страдают от нищеты, голода и лишений, лишающих их надежд на достойную жизнь.	1	0.58	0.8236266374588013	0.8246814608573914
3088	At the request of the United Nations, a Process expert visited Mali to examine a seized consignment of rough diamonds and confirmed its possible Ivorian origin.	По просьбе Организации Объединенных Наций эксперт Кимберлийского процесса провел оценку конкретной партии алмазов, конфискованной в Мали, и подтвердил возможное ивуарийское происхождение этих алмазов.	1	0.904	0.8702647686004639	0.7469202876091003
3089	Those delegations were of the view that the draft protocol would allow a broader range of States, in all regions and at all levels of economic development, to benefit from that expansion by providing a better opportunity to acquire interests in space equipment and to acquire services generated from space equipment.	По мнению этих делегаций, проект протокола позволит более широкому кругу государств во всех регионах и на всех уровнях экономического развития получать выгоды от такого расширения за счет улучшения возможностей для приобретения имущественных прав в космическом оборудовании и для приобретения услуг, предоставляемых за счет использования космического оборудования.	1	0.906	0.9581340551376343	0.8265337944030762
3090	18. For such non-aerodynamically shaped bodies, only a limited amount of experimental data is available that could be used to verify numerical analysis methods, which is why experimental testing from all angles of attack is necessary.	18. По таким лишенным аэродинамической формы телам имеется весьма ограниченный объем экспериментальных данных, которые можно было бы использовать для проверки методов численного анализа, и поэтому существует необходимость в проведении экспериментальных испытаний на всех углах атаки.	1	0.882	0.9212460517883301	0.8690744638442993
3091	"We are presenting on behalf of the African Group draft resolution A/C.1/63/L.41, ""Assistance to States for curbing the illicit traffic in small arms and light weapons and collecting them""."	От имени Группы африканских государств мы представляем проект резолюции A/C.1/63/L.41 <<Оказание содействия государствам в борьбе с незаконной торговлей стрелковым оружием и легкими вооружениями и их изъятие>>.	1	0.83	0.950732409954071	0.8627359867095947
3092	Small arms kill half a million people each year.	Стрелковое оружие ежегодно приводит к гибели полумиллиона человек.	1	0.752	0.9141579866409302	0.8352741599082947
3093	With the joint efforts of all parties involved, the Six-Party Talks have achieved some fresh progress while, at the same time, confronting some difficulties.	Благодаря совместным усилиям всех участвующих сторон шестисторонние переговоры завершились некоторым новым прогрессом, но одновременно столкнулись и с некоторыми трудностями.	1	0.764	0.9380155205726624	0.8342950344085693
3094	First of all, let me repeat that, faced with a potential threat of the use of chemicals by terrorists, States parties are also keen to build their national capacities to deal with the threat of this type of incident.	Во-первых, повторюсь еще раз, перед лицом потенциальной угрозы применения химического оружия террористами государства-участники также стремятся создавать собственный потенциал, чтобы противостоять угрозе инцидента такого рода.	1	0.502	0.9371880292892456	0.804257333278656
3095	The current resolution also made it very clear that technologies to foster agricultural development should always be welcome, irrespective of the source country.	В нынешней резолюции также четко указывается, что следует всегда приветствовать технологии, способствующие развитию сельского хозяйства, независимо от страны - источника их поступления.	1	0.968	0.9158804416656494	0.8530542254447937
3096	Recent studies indicate that MICs continue to face challenges such as economic and financial vulnerability exacerbated by their weak integration into the world financial market.	Результаты недавно проведенных исследований свидетельствуют о том, что страны со средним уровнем дохода попрежнему сталкиваются с такими трудностями, как экономическая и финансовая уязвимость, усугубляемая их слабой интеграцией в мировой финансовый рынок.	1	0.904	0.9225618839263916	0.8084947466850281
3097	"It had organized the third of the African Free Software Meetings in Rabat in November 2007, with the theme ""Free software and education""."	"Оно организовало в ноябре 2007 года в Рабате третью из серии Африканских встреч по вопросам бесплатного программного обеспечения на тему ""Бесплатное программное обеспечение и образование""."	1	0.882	0.920250415802002	0.9142360091209412
3098	It was a moral and legal obligation of Member States to continue raising the issue of shared natural resources until Israel ceased exploiting Palestinian resources and compensated the Palestinian people for the losses that had resulted from its illegal practices.	Моральная и правовая ответственность государств-членов обязывает их постоянно поднимать вопрос о совместном использовании природных ресурсах до тех пор, пока Израиль не прекратит эксплуатацию палестинских ресурсов и не выплатит компенсацию палестинскому народу за ущерб, понесенный в результате такой незаконной практики.	1	0.7	0.9223904609680176	0.757939338684082
3099	Through no fault of the developing countries, the turbulence surrounding the international financial system had made it increasingly difficult for them to achieve their development goals.	Неустойчивая ситуация вокруг международной финансовой системы все больше усложняет для них выполнение задачи по достижению целей в области развития.	1	0.696	0.8453603982925415	0.7368153929710388
3100	Moreover, it would be difficult to achieve a balanced global economy without also reconsidering the global reserve system in the longer term.	Кроме того, будет весьма сложно создать сбалансированную глобальную экономику без пересмотра на более долгосрочной основе глобальной резервной системы.	1	0.79	0.9337027072906494	0.8291767239570618
3101	1. Mr. Muburi-Muita (Kenya), after recalling that, at the 2005 World Summit, States had undertaken to strengthen the United Nations Office on Drugs and Crime (UNODC), said that his delegation endorsed the recommendations contained in the Secretary-General's report (A/63/111) and it endorsed the Secretary-General's report on the African Institute for the Prevention of Crime and the Treatment of Offenders (A/63/87).	1. Гн Мубури-Муита (Кения) напоминает о принятых на Всемирном саммите 2005 года обязательствах по укреплению Управления Организации Объединенных Наций по наркотикам и преступности (ЮНОДК) и говорит, что его делегация поддерживает соответствующие рекомендации, представленные Генеральным секретарем в его докладе (А/63/111), а также основные положения доклада Генерального секретаря об Африканском институте по предупреждению преступности и обращению с правонарушителями (А/63/87).	1	0.752	0.9528987407684326	0.8187451362609863
